X,Y,OBJECTID,Unit_ID,Plant_ID,Unit,Unit_MW,Resource_ID,Start_Date,Retire_Date,Primary_Energy,PM_ID,Prime_Mover_Description,Prime_Move_Category
-118.405164779970804,33.905329037205412,8545,G0105GEN 4,G0105,GEN 4,1.2,CHEVMN_2_UNITS,1991-11-01T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-118.402936912252102,33.904936295182331,8546,G0105GEN 5,G0105,GEN 5,40.3,CHEVMN_2_UNITS,1996-03-01T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-118.404147129789408,33.905925544675839,8547,G0105GEN 6,G0105,GEN 6,9.12,CHEVMN_2_UNITS,1996-03-01T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-118.404081003004706,33.903957443971514,8548,G0105GEN 7,G0105,GEN 7,40.69,CHEVMN_2_UNITS,2013-07-05T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-118.403842305362375,33.905719657038816,8549,G0105GEN 8,G0105,GEN 8,5.4,CHEVMN_2_UNITS,2013-07-05T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-119.470801835572288,35.113556148938343,8550,G0107TG1,G0107,TG1,3.12,CHEVCD_6_UNIT,1982-07-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-119.470700870324251,35.113452036097904,8551,G0107TG2,G0107,TG2,3.12,CHEVCD_6_UNIT,1982-07-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-119.470633303540154,35.113349266404747,8552,G0107TG3,G0107,TG3,3.12,CHEVCD_6_UNIT,1982-07-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-119.470561184094166,35.113275068507463,8553,G0107TG4,G0107,TG4,3.12,CHEVCD_6_UNIT,1982-07-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-117.152431289130718,32.798971689168262,8554,G01091631,G0109,1631,0.65,,1993-02-01T00:00:00.000Z,2004-07-09T00:00:00.000Z,NG,IC,"Internal Combustion Engine (diesel, piston)",InternalCombustion
-117.152446660203523,32.798936230300029,8555,G01091698,G0109,1698,0.35,,1983-06-01T00:00:00.000Z,2004-07-09T00:00:00.000Z,NG,IC,"Internal Combustion Engine (diesel, piston)",InternalCombustion
-117.152468303313668,32.798883005348692,8556,G01091699,G0109,1699,0.35,,1983-06-01T00:00:00.000Z,2004-07-09T00:00:00.000Z,NG,IC,"Internal Combustion Engine (diesel, piston)",InternalCombustion
-117.152482433813091,32.798842734169625,8557,G01091710,G0109,1710,0.35,,1983-06-01T00:00:00.000Z,2004-07-09T00:00:00.000Z,NG,IC,"Internal Combustion Engine (diesel, piston)",InternalCombustion
-117.15249471647796,32.798774931121194,8558,G0109CG04566,G0109,CG04566,3.52,,2004-12-12T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.94430463492786,37.364238628661703,8559,G01141,G0114,1,3.9,CSCCOG_1_UNIT 1,1982-06-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.944199439513156,37.364243677894166,8560,G01142,G0114,2,3.9,CSCCOG_1_UNIT 1,1982-06-01T00:00:00.000Z,,NG,ST,Steam Turbine,SteamTurbine
-116.511190976303908,33.824929852358352,8561,G0119GEN1,G0119,GEN1,0.65,,1985-06-01T00:00:00.000Z,2014-05-01T00:00:00.000Z,NG,IC,"Internal Combustion Engine (diesel, piston)",InternalCombustion
-116.511101143877156,33.82489132698241,8562,G0119GEN2,G0119,GEN2,0.65,,1985-06-01T00:00:00.000Z,2014-05-01T00:00:00.000Z,NG,IC,"Internal Combustion Engine (diesel, piston)",InternalCombustion
-116.511099544875961,33.824863220252993,8563,G0119Unit 1,G0119,Unit 1,1.13,,2015-12-01T00:00:00.000Z,,NG,IC,"Internal Combustion Engine (diesel, piston)",InternalCombustion
-121.889436627030278,37.327785586342124,8564,G01211,G0121,1,1.5,SJOSEA_7_SJCONV,1990-05-01T00:00:00.000Z,2003-12-31T00:00:00.000Z,NG,IC,"Internal Combustion Engine (diesel, piston)",InternalCombustion
-122.476031681810611,37.723511287827506,8565,G01271,G0127,1,1.6,,2011-09-01T00:00:00.000Z,,NG,FC,Fuel Cell (electrochemical),FuelCell
-121.277467244000036,37.806794003375273,8566,G01281,G0128,1,4,,1995-09-30T00:00:00.000Z,,OTH,ST,Steam Turbine,SteamTurbine
-116.172214566772197,33.67554599864313,8567,G0130UNIT 1,G0130,UNIT 1,23.1,,1972-06-08T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-116.172065139211213,33.675542859597634,8568,G0130UNIT 2,G0130,UNIT 2,23.1,,1972-06-11T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-116.171915505936013,33.675544012350208,8569,G0130UNIT 3,G0130,UNIT 3,23.1,,1974-04-18T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-116.171771462876833,33.675535799548193,8570,G0130UNIT 4,G0130,UNIT 4,23.1,,1976-05-28T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-120.356030974672478,36.190076596872608,8571,G0131K100,G0131,K100,38.4,COLGA1_6_SHELLW,1992-02-22T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.944466595783709,37.368613823257611,8572,G0144COGEN 1,G0144,COGEN 1,25,CONTAN_1_GT 1 - CONTAN_1_ST 2,1986-06-01T00:00:00.000Z,2017-12-02T00:00:00.000Z,NG,CS,Combined Cycle - Single Shaft,CombinedCycle
-118.235035580088194,33.99150774973188,8573,G01451,G0145,1,43.4,,1986-06-01T00:00:00.000Z,2002-08-15T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.760537301334949,38.018776624150867,8574,G0147CCPP6,G0147,CCPP6,340,COCOPP_7_UNIT 6,1964-01-01T00:00:00.000Z,2013-05-01T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-121.759899701400812,38.018777034617337,8575,G0147CCPP7,G0147,CCPP7,340,COCOPP_7_UNIT 7,1964-01-01T00:00:00.000Z,2013-05-01T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-117.580276313039818,33.891853654172827,8576,G0149Unit 1,G0149,Unit 1,47,MIRLOM_6_DELGEN,1988-06-01T00:00:00.000Z,2017-09-30T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.593258263428098,34.46370318868987,8577,G0157CTG,G0157,CTG,21.25,SAUGUS_6_PTCHGN,1987-07-31T00:00:00.000Z,2018-11-02T00:00:00.000Z,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-118.593473526719649,34.463588518628242,8578,G0157STG,G0157,STG,7.5,SAUGUS_6_PTCHGN,1987-07-31T00:00:00.000Z,2018-11-02T00:00:00.000Z,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-122.039432357167144,38.246585582571697,8579,G01593163,G0159,3163,1,SUISUN_7_CTYFAI,1989-06-15T00:00:00.000Z,,NG,IC,"Internal Combustion Engine (diesel, piston)",InternalCombustion
-122.039342188770505,38.246587584061928,8580,G01593164,G0159,3164,0.45,SUISUN_7_CTYFAI,1989-06-01T00:00:00.000Z,,NG,IC,"Internal Combustion Engine (diesel, piston)",InternalCombustion
-122.038835648544733,38.246620434738759,8581,G01598338,G0159,8338,1.47,SUISUN_7_CTYFAI,2005-04-01T00:00:00.000Z,,NG,IC,"Internal Combustion Engine (diesel, piston)",InternalCombustion
-122.215699443552211,38.057150445592931,8582,G0161GE1,G0161,GE1,247.4,CROKET_7_UNIT,1995-12-01T00:00:00.000Z,,NG,CS,Combined Cycle - Single Shaft,CombinedCycle
-121.951157159984916,37.37695720158947,8583,G0169CT1,G0169,CT1,50,DUANE_7_CTG1,2004-11-01T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-121.950875434837087,37.376972148266525,8584,G0169CT2,G0169,CT2,50,DUANE_7_CTG2,2004-11-01T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-121.950566832095944,37.37705273734592,8585,G0169SG,G0169,SG,47,DUANE_7_STG3,2004-11-01T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-119.012496182748691,35.440688649879135,8586,G0173CTG,G0173,CTG,22.62,DEXZEL_1_UNIT,1990-03-01T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-119.012939999008069,35.440887772250726,8587,G0173STG,G0173,STG,8.4,DEXZEL_1_UNIT,1990-03-01T00:00:00.000Z,2015-07-01T00:00:00.000Z,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-117.189057951460413,32.728631890876073,8588,G0175Unit 1,G0175,Unit 1,13,,1968-11-01T00:00:00.000Z,2003-12-31T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-119.046216416045226,35.500568270342455,8589,G0176Unit 1,G0176,Unit 1,24,DOUBLC_1_UNITS,1989-03-20T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-119.045939737632665,35.5005602820546,8590,G0176Unit 2,G0176,Unit 2,24,DOUBLC_1_UNITS,1989-03-20T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.851738704859642,38.023656690088067,8591,G0177PT1JT1,G0177,PT1JT1,17.7,DOWCHM_1_UNITS,1965-01-01T00:00:00.000Z,2010-03-08T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.851488671376728,38.024347321455046,8592,G0177PT1JT2,G0177,PT1JT2,24,DOWCHM_1_UNITS,1965-01-01T00:00:00.000Z,2010-03-08T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.851957943196297,38.022994304838384,8593,G0177PT1JT3,G0177,PT1JT3,24,DOWCHM_1_UNITS,1965-01-01T00:00:00.000Z,2010-03-08T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-120.821243219455113,39.57024320531346,8594,G01781,G0178,1,0,,2000-01-01T00:00:00.000Z,2000-12-31T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-119.166467495210313,34.195815338138274,8595,G0180Unit 1,G0180,Unit 1,48.5,SNCLRA_6_OXGEN,1990-06-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.600301261151074,37.791512921421798,8596,G0184Unit 1-5,G0184,Unit 1-5,1.3,,1990-05-01T00:00:00.000Z,2010-12-31T00:00:00.000Z,NG,IC,"Internal Combustion Engine (diesel, piston)",InternalCombustion
-116.9722660525034,32.795830571643634,8597,G0189Unit 1,G0189,Unit 1,13,ELCAJN_7_GT1,1968-11-01T00:00:00.000Z,2016-12-31T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-115.539665752559927,32.801896684861752,8598,G01901,G0190,1,23,,1949-04-15T00:00:00.000Z,,NG,ST,Steam Turbine,SteamTurbine
-115.540370882447263,32.800592687792687,8599,G01903,G0190,3,50,,1957-10-29T00:00:00.000Z,2011-12-31T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-115.539558207152425,32.803069050060103,8600,G019030,G0190,30,65.88,,2012-10-05T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-115.540046405576746,32.802669988302526,8601,G019031,G0190,31,43.2,,2012-10-05T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-115.540041902322216,32.802344554306536,8602,G019032,G0190,32,43.2,,2012-10-05T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-115.540288677615607,32.799836064459626,8603,G01904,G0190,4,81.6,,1968-08-23T00:00:00.000Z,,NG,ST,Steam Turbine,SteamTurbine
-118.425171281834324,33.911344561603073,8604,G0194UNIT 1,G0194,UNIT 1,175,ELSEGN_7_UNIT 1,1956-04-01T00:00:00.000Z,2003-01-01T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-118.424799498782633,33.910762030271371,8605,G0194UNIT 2,G0194,UNIT 2,175,ELSEGN_7_UNIT 2,1956-04-01T00:00:00.000Z,2003-01-01T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-118.424537491655272,33.909839836668525,8606,G0194UNIT 3,G0194,UNIT 3,335,ELSEGN_7_UNIT 3,1964-08-01T00:00:00.000Z,2013-07-22T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-118.424298630519559,33.909335492351801,8607,G0194UNIT 4,G0194,UNIT 4,335,ELSEGN_7_UNIT 4,1965-04-01T00:00:00.000Z,2015-12-31T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-119.899947433163248,34.431390726750315,8608,G0195UNIT 1,G0195,UNIT 1,56.7,GOLETA_6_ELLWOD,1974-08-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-117.336841069967036,33.136058357853024,8609,G0196Encina 1,G0196,Encina 1,107,ENCINA_7_EA1,1954-11-23T00:00:00.000Z,2017-04-18T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-117.336806368047618,33.135962661784042,8610,G0196Encina 2,G0196,Encina 2,104,ENCINA_7_EA2,1956-07-31T00:00:00.000Z,,NG,ST,Steam Turbine,SteamTurbine
-117.336745542221422,33.135852324990417,8611,G0196Encina 3,G0196,Encina 3,110,ENCINA_7_EA3,1958-08-28T00:00:00.000Z,,NG,ST,Steam Turbine,SteamTurbine
-117.33665173115628,33.13565039430739,8612,G0196Encina 4,G0196,Encina 4,300,ENCINA_7_EA4,1973-11-01T00:00:00.000Z,,NG,ST,Steam Turbine,SteamTurbine
-117.336562308361337,33.13544436123933,8613,G0196Encina 5,G0196,Encina 5,330,ENCINA_7_EA5,1978-11-01T00:00:00.000Z,,NG,ST,Steam Turbine,SteamTurbine
-117.336454494357554,33.135246772262448,8614,G0196Encina GT,G0196,Encina GT,14,ENCINA_7_GT1,1968-11-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-117.528601658772132,34.091380679824141,8615,G0201UNIT 1,G0201,UNIT 1,122.48,ETIWND_7_UNIT 1,1953-07-10T00:00:00.000Z,2003-10-01T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-117.527975185371076,34.091367545650506,8616,G0201UNIT 2,G0201,UNIT 2,122.48,ETIWND_7_UNIT 2,1953-11-23T00:00:00.000Z,2003-10-01T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-117.526720014340356,34.091262859778858,8617,G0201UNIT 3,G0201,UNIT 3,333,ETIWND_7_UNIT 3,1963-05-01T00:00:00.000Z,2018-06-01T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-117.52626513442992,34.091270110923162,8618,G0201UNIT 4,G0201,UNIT 4,333,ETIWND_7_UNIT 4,1963-10-18T00:00:00.000Z,2018-06-01T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-117.528296528917863,34.091354759636538,8619,G0201UNIT 5,G0201,UNIT 5,138.13,ETIWND_7_UNIT 5,1968-10-22T00:00:00.000Z,2004-01-01T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-120.04081663394966,34.483385853873841,8620,G0202ZAN-2501,G0202,ZAN-2501,40,GOLETA_6_EXGEN,1993-09-15T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-120.043978988515704,34.483069386365329,8621,G0202ZAN-2507,G0202,ZAN-2507,9.8,GOLETA_6_EXGEN,1993-09-15T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-118.16547542000464,33.98217103500734,8622,G0203GNGT,G0203,GNGT,25.8,,1982-12-01T00:00:00.000Z,2001-12-31T00:00:00.000Z,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-118.165639598800908,33.982259672806286,8623,G0203GNST,G0203,GNST,7.2,,1983-11-01T00:00:00.000Z,2001-12-31T00:00:00.000Z,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-121.125672315011528,37.731087259511085,8624,G0204Ripon 1,G0204,Ripon 1,50,,2006-06-21T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.124979268363106,37.73108228195791,8625,G0204Ripon 2,G0204,Ripon 2,50,,2006-06-21T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.382354099992625,38.793011050799272,8626,G0213CT1,G0213,CT1,50,,2007-10-15T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-121.38234842174171,38.792739725733725,8627,G0213CT2,G0213,CT2,50,,2007-10-15T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-121.381609533165999,38.792660049294135,8628,G0213STG1,G0213,STG1,100,,2007-10-15T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-119.321631287973958,35.395146267230842,8629,G0216GEN1,G0216,GEN1,6.05,FRITO_1_LAY,1986-03-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-119.740563124327792,36.689862395433998,8630,G02201,G0220,1,49,MALAGA_7_CTG1,2005-06-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-119.740271362303304,36.689865088073397,8631,G02202,G0220,2,49,MALAGA_7_CTG2,2005-06-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.926928746067659,37.411413748986824,8632,G0221AG1JT1,G0221,AG1JT1,22.8,CALPIN_1_AGNEW,1990-04-01T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-121.927166690023455,37.411119744265292,8633,G0221AG1ST1,G0221,AG1ST1,7.7,CALPIN_1_AGNEW,1990-04-01T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-121.776080600066123,38.013868023807376,8634,G0224Gen 1,G0224,Gen 1,46,,1982-01-01T00:00:00.000Z,2002-11-01T00:00:00.000Z,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-121.77609541777673,38.014110614724444,8635,G0224Gen 2,G0224,Gen 2,10,,1982-01-01T00:00:00.000Z,2002-11-01T00:00:00.000Z,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-121.299318630335591,38.142978382583486,8636,G0225UNIT 1,G0225,UNIT 1,3.4,,1984-06-01T00:00:00.000Z,2015-11-07T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.968701197296667,37.401044748161119,8637,G02281,G0228,1,32.3,CSCGNR_1_UNIT 1,1987-06-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.968547208988952,37.401109188457063,8638,G02282,G0228,2,32,CSCGNR_1_UNIT 2,1986-06-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.536278764738157,37.00018249406282,8639,G0229GI1CT1,G0229,GI1CT1,85.4,GILROY_1_CT1,1988-03-01T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-121.536277023803152,37.000008526250376,8640,G0229GI1ST1,G0229,GI1ST1,38,GILROY_1_ST2,1988-03-01T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-118.148905433142005,34.126689429671067,8641,G0231GT 1,G0231,GT 1,30.58,GLNARM_7_UNIT 1,1976-01-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.148609322373204,34.126690346560167,8642,G0231GT 2,G0231,GT 2,30.58,GLNARM_7_UNIT 2,1976-01-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.14937443367036,34.126265757432144,8643,G0231GT 3,G0231,GT 3,47.3,GLNARM_7_UNIT 3,2003-09-15T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.149369871127035,34.126069124033791,8644,G0231GT 4,G0231,GT 4,47.3,GLNARM_7_UNIT 4,2004-09-15T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.148735370380621,34.126600793293541,8645,G0231G9,G0231,G9,45,,1975-01-01T00:00:00.000Z,2003-12-31T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.14924067721951,34.12643256276251,8646,G0231GT 5,G0231,GT 5,71,GLNARM_2_UNIT 5,2016-12-20T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-117.099563879676509,33.118413825793347,8647,G0233Unit 1,G0233,Unit 1,41.3,ESCO_6_GLMQF,1995-02-01T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-117.099151099311896,33.118673052676911,8648,G0233Unit 2,G0233,Unit 2,10.2,ESCO_6_GLMQF,1995-02-01T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-118.277437151155084,34.154848136289985,8649,G02361,G0236,1,20,,1941-04-15T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-118.278078657862395,34.155108279856499,8650,G02362,G0236,2,20,,1941-04-15T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-118.27863188712675,34.154745716746142,8651,G02363,G0236,3,20,,1953-06-01T00:00:00.000Z,,NG,ST,Steam Turbine,SteamTurbine
-118.278291798434907,34.154810948857488,8652,G02364,G0236,4,44,,1959-06-01T00:00:00.000Z,,NG,ST,Steam Turbine,SteamTurbine
-118.279105438520347,34.155337259709121,8653,G02365,G0236,5,44,,1964-06-01T00:00:00.000Z,,NG,ST,Steam Turbine,SteamTurbine
-118.27878528883457,34.155080779455453,8654,G02366,G0236,6,22,,1972-06-01T00:00:00.000Z,2004-03-01T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.278729365114856,34.154947552471008,8655,G02367,G0236,7,31,,1974-06-01T00:00:00.000Z,2004-03-01T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.277808512896883,34.154730901227275,8656,G02368-A,G0236,8-A,30,,1977-06-01T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-118.279458072185122,34.155880463287076,8657,G02368-B/C,G0236,8-B/C,60,,1977-06-01T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-118.278717880153934,34.155538932708737,8658,G02369,G0236,9,49,,2004-01-04T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-121.692930907824092,39.052219209427392,8659,G0238GL1JT1,G0238,GL1JT1,46,GRNLF1_1_UNITS,1989-03-01T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-121.692715154052408,39.052553159179816,8660,G0238GL1ST1,G0238,GL1ST1,26,GRNLF1_1_UNITS,1989-03-01T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-121.6394783169292,39.136267663506615,8661,G0239GL2JT1,G0239,GL2JT1,50,GRNLF2_1_UNIT,1989-12-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-117.006465589106298,32.779608337079829,8662,G0241Unit 1,G0241,Unit 1,4.6,MURRAY_6_UNIT,2016-04-12T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-117.006422588550294,32.779679371420507,8663,G0241GEN2,G0241,GEN2,0.8,MURRAY_6_UNIT,1983-08-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-117.006414538747023,32.779629548750151,8664,G0241GEN1,G0241,GEN1,0.8,MURRAY_6_UNIT,1983-08-01T00:00:00.000Z,2016-03-31T00:00:00.000Z,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.266274487805234,33.768956384314926,8665,G0245Unit #1,G0245,Unit #1,100.4,,1995-01-01T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-118.266111835246619,33.768968434726965,8666,G0245Unit #2,G0245,Unit #2,100.4,,1995-01-01T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-118.263298640560166,33.767744933266563,8667,G0245Unit #5,G0245,Unit #5,93.7,,1995-01-01T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-118.263352634698634,33.768560274522329,8668,G0245Unit #6,G0245,Unit #6,2,,1972-01-01T00:00:00.000Z,2002-10-15T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-118.263360471601175,33.76865944645337,8669,G0245Unit #7,G0245,Unit #7,2,,1972-01-01T00:00:00.000Z,2002-10-15T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-118.263223197347656,33.769137738468089,8670,G0245Unit #8,G0245,Unit #8,19,,1972-01-01T00:00:00.000Z,2002-01-01T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-118.263237303592561,33.769223058931807,8671,G0245Unit #9,G0245,Unit #9,4,,1972-01-01T00:00:00.000Z,2002-01-01T00:00:00.000Z,NG,ST,Steam Turbine,SteamTurbine
-118.263669241428957,33.769366198184507,8672,G0245Unit #10,G0245,Unit #10,60.5,,2002-01-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.263603164949913,33.76901775275855,8673,G0245Unit #11,G0245,Unit #11,60.5,,2002-01-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.263774731491068,33.768784772732694,8674,G0245Unit #12,G0245,Unit #12,60.5,,2002-01-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.263767041912232,33.768444133077509,8675,G0245Unit #13,G0245,Unit #13,60.5,,2002-01-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.263707463845961,33.767958186580039,8676,G0245Unit #14,G0245,Unit #14,60.5,,2002-01-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.266424968191757,33.769822028523116,8677,G0245#1A & #2A,G0245,#1A & #2A,239,,1994-01-01T00:00:00.000Z,,NG,CS,Combined Cycle - Single Shaft,CombinedCycle
-118.266098806980096,33.769857331082164,8678,"G0245CC (1, 2, 5)",G0245,"CC (1, 2, 5)",227,,1995-01-01T00:00:00.000Z,,NG,CS,Combined Cycle - Single Shaft,CombinedCycle
-118.265821785411063,33.769084213284685,8679,G0245GT,G0245,GT,235,,2002-01-01T00:00:00.000Z,,NG,GT,Combustion (gas) Turbine,GasTurbine
-118.239705717332768,33.780761463583005,8680,G0246HCC GT-1,G0246,HCC GT-1,82.35,HARBGN_7_UNIT 1,1989-04-12T00:00:00.000Z,,NG,CT,Combined Cycle - Combustion Turbine portion,CombinedCycle
-118.240463487597395,33.779696989225478,8681,G0246HCC ST-1,G0246,HCC ST-1,13.6,HARBGN_7_UNIT 2,1989-04-12T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-118.240587916840667,33.779624942180881,8682,G0246HCC ST-2,G0246,HCC ST-2,11.5,HARBGN_7_UNIT 3,1989-04-12T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
-118.240790286612935,33.780521049680438,8683,G0246HARBGN_7_PL2X3,G0246,HARBGN_7_PL2X3,25.1,HARBGN_7_UNITS,1989-04-12T00:00:00.000Z,,NG,CA,Combined Cycle - Steam Turbine portion,CombinedCycle
